Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGM,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FTM,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eFG%,TS%,hAST%,TOV%,OER,PER
450,Dennis Smith Jr.,PG,25,CHO,54,15,1390,4.8,11.7,6.9,0.412,0.6,2.9,0.216,4.2,8.8,0.475,2,2.7,0.7,0.736,0.7,3.6,4.3,6.8,1.9,0.6,2.1,3.2,12.3,53.41880342,47.37146158,31.07505998,9.5967097,0.819180819,0.005827338
451,Dru Smith,SG,25,TOT,15,1,158,4.1,10.3,6.2,0.4,1.1,4.3,0.263,3,5.9,0.5,0.7,0.7,0,1,0.5,5,5.5,5,2.3,0.9,0.7,5.2,10,60.67961165,47.02562897,30.61380683,4.285932956,0.883782589,0.047468354
451,Dru Smith,SG,25,MIA,5,1,67,2.7,7.5,4.8,0.357,0.5,3.2,0.167,2.1,4.3,0.5,0,0,0,,0.5,4.3,4.8,2.7,2.1,1.6,0.5,5.4,5.9,57.33333333,39.33333333,25.23364486,4.672897196,0.7375,0.055223881
451,Dru Smith,SG,25,BRK,10,0,91,5.1,12.3,7.2,0.419,1.6,5.1,0.308,3.6,7.1,0.5,1.2,1.2,0,1,0.4,5.5,5.9,6.7,2.4,0.4,0.8,5.1,13.1,62.19512195,50.89355089,32.89150712,3.927344134,0.960410557,0.112087912
452,Ish Smith,PG,34,DEN,43,0,398,4.7,11.8,7.1,0.397,0.2,1.1,0.167,4.5,10.8,0.42,0.2,0.4,0.2,0.5,0.5,4.4,4.9,9,0.7,0.6,4,3,9.8,44.49152542,40.86738949,36.01440576,16.00640256,0.613266583,0.015075377
453,Jabari Smith Jr.,PF,19,HOU,79,79,2451,5.3,13.1,7.8,0.408,1.8,5.7,0.307,3.6,7.4,0.487,2.4,3,0.6,0.786,1.8,6.6,8.4,1.5,0.6,1.1,1.5,3.3,14.8,62.21374046,50.94664372,8.559201141,8.559201141,0.927899687,0.003223174
454,Jalen Smith,C,22,IND,68,31,1279,6.8,14.3,7.5,0.476,1.5,5.4,0.283,5.3,8.9,0.593,2.9,3.9,1,0.759,3.6,7.5,11.1,1.9,0.6,1.7,2,4.3,18.1,66.43356643,56.02847856,9.47512779,9.973818726,1.002492384,0.009147772
455,Xavier Sneed,SF,25,CHO,4,0,48,3.7,7.5,3.8,0.5,2.3,4.5,0.5,1.5,3,0.5,3,3,0,1,0,3.7,3.7,3.7,0,0.7,2.3,5.2,12.7,79.33333333,71.14845938,24.79061977,15.41038526,1.139013453,0.120833333
456,Jeremy Sochan,PF,19,SAS,56,53,1458,6.2,13.6,7.4,0.453,0.8,3.3,0.246,5.4,10.3,0.519,2,2.9,0.9,0.698,2.3,4.9,7.3,3.5,1.1,0.6,2.4,3.4,15.2,57.72058824,50.74278084,16.76445935,11.49562927,0.878358856,0.005075446
457,Jaden Springer,SG,20,PHI,16,2,89,6.9,14.2,7.3,0.486,0.8,2,0.4,6.1,12.1,0.5,2.4,3.2,0.8,0.75,2.4,3.2,5.7,3.2,2.8,1.2,1.2,6.1,17,55.63380282,54.07124682,15.90457256,5.964214712,1.009501188,0.085393258
458,Lamar Stevens,SF,25,CLE,62,25,1120,4.1,9.3,5.2,0.448,1,3.1,0.316,3.2,6.2,0.513,1.3,1.8,0.5,0.702,1.5,5.1,6.7,1.1,0.9,0.6,0.9,2.5,10.5,60.75268817,51.69867061,9.049773756,7.404360346,0.953678474,0.005892857
459,Isaiah Stewart,C,21,DET,50,47,1414,5,11.2,6.2,0.442,1.7,5.2,0.327,3.3,6,0.542,2.8,3.8,1,0.738,2.9,7.3,10.3,1.8,0.5,0.9,1.7,3.4,14.4,67.85714286,55.3633218,10.90578613,10.29990912,0.985626283,0.007567185
460,Max Strus,SF,26,MIA,80,33,2272,5.1,12.5,7.4,0.41,3.1,8.9,0.35,2,3.6,0.559,1.2,1.4,0.2,0.876,0.8,3.3,4.1,2.7,0.7,0.2,1.1,2.6,14.6,76.4,55.45005697,15.91511936,6.483937518,1.026001405,0.002552817
461,Jalen Suggs,SG,21,ORL,53,19,1246,5.4,12.8,7.4,0.419,1.9,5.8,0.327,3.5,7,0.496,2.5,3.4,0.9,0.723,1.6,3.1,4.7,4.5,1.9,0.8,2.7,3.5,15.1,64.84375,52.37599723,20.81887578,12.49132547,0.886670581,0.005778491
462,Edmond Sumner,SG,27,BRK,53,12,736,6.1,13.2,7.1,0.461,1.5,4.3,0.356,4.5,8.9,0.511,4.8,5.3,0.5,0.917,0.6,3.2,3.9,3.3,1.5,0.5,2.4,4.1,18.5,62.5,58.85159854,15.40796078,11.20578966,1.028634974,0.010190217
463,Cole Swider,SF,23,LAL,7,0,41,2.6,7.9,5.3,0.333,2.6,7,0.375,0,0.9,0,0,0,0,,0.9,5.3,6.1,3.5,0,0,0,2.6,7.9,77.21518987,50,30.70175439,0,1,0.168292683
464,Jae'Sean Tate,SF,27,HOU,31,7,677,5.8,12.2,6.4,0.48,0.7,2.4,0.283,5.2,9.7,0.53,2.7,3.7,1,0.725,2.2,4.1,6.3,4.5,1.1,0.4,2.5,5.6,15,57.37704918,53.73455132,21.47202672,11.92890373,0.916590284,0.008862629
465,Jayson Tatum,SF,24,BOS,74,74,2732,9.6,20.5,10.9,0.466,3.2,9,0.35,6.4,11.5,0.558,7,8.2,1.2,0.854,1,7.5,8.6,4.5,1,0.7,2.8,2.1,29.3,68.7804878,60.05328961,14.197823,8.834200978,1.085587255,0.006442167
466,Terry Taylor,PF,23,TOT,31,2,264,5.3,10.2,4.9,0.52,0.7,2.6,0.263,4.6,7.6,0.607,0.8,1.5,0.7,0.545,3.7,2.7,6.4,1.4,0.4,0.8,1.2,3.5,12.1,64.70588235,55.44100802,10.36077706,8.88066605,1.002070393,0.020833333
466,Terry Taylor,PF,23,IND,26,2,228,4.7,10.3,5.6,0.462,0.6,2.8,0.222,4.1,7.4,0.553,0.8,1.1,0.3,0.714,3.5,2.7,6.2,1.6,0.5,0.8,1.4,3.8,10.9,59.22330097,50.35805036,11.57533008,10.12841382,0.893808938,0.017982456
466,Terry Taylor,PF,23,CHI,5,0,36,9,10,1,0.9,1,1,1,8,9,0.889,1,4,3,0.25,5,3,8,0,0,1,0,2,20,95,84.03361345,0,0,1.694915254,0.388888889
467,Garrett Temple,SG,36,NOP,25,0,162,4,10,6,0.4,2.4,5.8,0.423,1.6,4.2,0.368,0.7,0.9,0.2,0.75,1.1,2.7,3.8,2.9,2,0.4,0.9,3.3,11.1,69,53.22464637,20.38306097,6.325777543,0.981866431,0.035802469
468,Dalen Terry,SG,20,CHI,38,0,214,5.4,12.1,6.7,0.444,1.2,4.5,0.259,4.2,7.6,0.556,2.4,3.5,1.1,0.667,2,4.2,6.2,3.7,1.9,0.8,1.3,4,14.3,63.2231405,51.95277021,19.72018654,6.928714191,0.954924875,0.039719626
469,Daniel Theis,C,30,IND,7,1,109,6.9,14.5,7.6,0.477,0.7,3.6,0.182,6.3,10.9,0.576,1.7,4,2.3,0.417,2.3,5,7.3,3,0.7,2,1,2.3,16.2,60,49.3902439,14.70588235,4.901960784,0.936416185,0.083486239
470,Cam Thomas,SG,21,BRK,57,4,948,7.6,17.3,9.7,0.441,1.9,5.1,0.383,5.7,12.3,0.464,5.7,6.6,0.9,0.868,0.3,3.3,3.6,3,0.8,0.3,2.4,2.1,22.9,58.67052023,56.03131882,11.61215405,9.289723244,1.010145567,0.008227848
471,Klay Thompson,SF,32,GSW,69,69,2279,8.6,19.8,11.2,0.436,4.8,11.5,0.412,3.9,8.2,0.47,1.8,2.1,0.3,0.879,0.6,3.9,4.5,2.6,0.8,0.5,1.9,2.1,23.8,72.47474747,57.21841567,10.27769542,7.510623579,1.051004637,0.00355419
472,JT Thor,PF,20,CHO,69,8,969,3.5,8.8,5.3,0.399,1.4,4.6,0.317,2.1,4.3,0.487,1.2,1.7,0.5,0.702,1.3,4.3,5.6,1.3,0.8,0.9,1.6,2.5,9.7,65.90909091,50.48139474,10.39376374,12.79232461,0.868786386,0.00495356
473,Matisse Thybulle,SF-SG,25,TOT,71,28,1200,3.3,7.6,4.3,0.435,1.6,4.4,0.365,1.7,3.2,0.533,0.6,0.8,0.2,0.679,1.2,3,4.2,1.6,2.5,1,0.7,3.4,8.8,72.36842105,55.13784461,15.56420233,6.809338521,1.016166282,0.005166667
473,Matisse Thybulle,SF,25,PHI,49,6,591,3,7.1,4.1,0.431,1.3,3.8,0.333,1.8,3.2,0.547,0.5,0.7,0.2,0.75,1.2,2.6,3.8,1.4,2.7,0.9,0.5,4,7.9,69.01408451,53.14497141,15.00133941,5.357621216,0.998104864,0.008121827
473,Matisse Thybulle,SG,25,POR,22,22,609,3.5,8.1,4.6,0.438,2,5,0.388,1.6,3.1,0.519,0.6,0.9,0.3,0.625,1.2,3.4,4.6,1.8,2.2,1.1,0.9,2.8,9.6,74.07407407,56.28847845,16.03206413,8.016032064,1.020733652,0.01182266
474,Xavier Tillman Sr.,C,24,MEM,61,29,1180,5.7,9.3,3.6,0.614,0.1,0.5,0.267,5.6,8.9,0.632,1.5,2.7,1.2,0.551,3.7,5.7,9.4,2.9,1.8,0.9,1.3,3,13.1,63.97849462,61.89463737,19.61779131,8.79418231,1.108760051,0.011186441
475,Isaiah Todd,PF,21,WAS,6,1,61,1.8,11.2,9.4,0.158,0.6,5.9,0.1,1.2,5.3,0.222,1.2,1.2,0,1,1.2,5.9,7.1,2.4,0.6,0,1.2,2.4,5.3,42.41071429,22.51486831,15.61483409,7.807417046,0.409582689,0.01147541
476,Obi Toppin,PF,24,NYK,67,5,1050,6.4,14.4,8,0.446,2.9,8.5,0.344,3.5,5.9,0.593,1.3,1.6,0.3,0.809,1,5.4,6.4,2.3,0.8,0.4,1.3,2.3,17,73.95833333,56.06860158,12.26012793,6.929637527,1.035322777,0.008190476
477,Juan Toscano-Anderson,SF,29,TOT,52,9,700,3.3,7.4,4.1,0.448,0.4,2.2,0.186,2.9,5.1,0.56,1,1.2,0.2,0.792,1.4,4.9,6.4,3.3,0.8,0.5,1.7,4.1,8,59.45945946,50.18820577,25.44333076,13.10717039,0.829875519,0.008
477,Juan Toscano-Anderson,SF,29,LAL,30,7,365,3.3,6.5,3.2,0.5,0.4,2,0.2,2.9,4.5,0.63,1.1,1.5,0.4,0.733,1.4,4.6,6,2.5,1,0.7,1.7,4.5,8,66.15384615,55.4592721,21.90580504,14.89594743,0.901408451,0.014246575
477,Juan Toscano-Anderson,SF,29,UTA,22,2,335,3.3,8.3,5,0.403,0.4,2.5,0.174,2.9,5.8,0.5,0.9,1,0.1,0.889,1.5,5.3,6.8,4.3,0.6,0.3,1.8,3.7,8,54.81927711,45.58404558,28.90756303,12.10084034,0.758293839,0.017910448
478,Karl-Anthony Towns,PF,27,MIN,29,29,957,8,16.1,8.1,0.495,2.3,6.2,0.366,5.7,9.9,0.576,4.4,5.1,0.7,0.874,1.8,7.1,8.9,5.3,0.8,0.6,3.2,4.2,22.6,68.94409938,61.00688352,19.61328523,11.84198353,1.046538551,0.014733542
479,Gary Trent Jr.,SG,24,TOR,66,44,2118,6.9,15.9,9,0.433,2.8,7.6,0.369,4.1,8.2,0.493,2.9,3.5,0.6,0.839,0.5,2.4,2.9,1.8,1.8,0.2,0.9,1.7,19.5,67.29559748,55.51601423,8.883405305,4.441702653,1.06122449,0.003352219
480,P.J. Tucker,PF,37,PHI,75,75,1920,1.8,4.2,2.4,0.427,1,2.6,0.393,0.8,1.6,0.482,0.4,0.4,0,0.826,1.8,3.7,5.5,1.1,0.7,0.3,0.8,3.4,5,73.80952381,56.9476082,17.48807631,12.71860095,0.965250965,0.0021875
481,Myles Turner,C,26,IND,62,62,1825,7.9,14.5,6.6,0.548,1.8,4.9,0.373,6.1,9.5,0.638,4.3,5.4,1.1,0.783,1.7,7.5,9.2,1.8,0.7,2.8,2,4.2,22,71.37931034,64.45941987,8.626887132,9.585430146,1.16217644,0.008
483,Jonas Valanciunas,C,30,NOP,79,79,1968,8.2,14.9,6.7,0.547,0.7,2,0.349,7.5,12.9,0.577,3.4,4.1,0.7,0.826,4.1,10.6,14.7,2.6,0.4,1,2.9,4.5,20.4,61.74496644,60.54310729,11.63441101,12.97684305,1.038432171,0.008231707
484,Jarred Vanderbilt,PF,23,TOT,78,65,1879,4.7,8.6,3.9,0.548,0.6,1.7,0.322,4.2,6.9,0.604,1.8,2.7,0.9,0.691,3.3,7.9,11.2,3.5,1.6,0.4,1.9,3.6,11.9,64.53488372,60.20743739,22.90201211,12.43252086,1.01579172,0.007184673
484,Jarred Vanderbilt,PF,23,UTA,52,41,1254,5,8.9,3.9,0.556,0.5,1.6,0.333,4.4,7.3,0.606,1.9,2.9,1,0.657,3.5,8.3,11.7,4.1,1.5,0.4,2,3.8,12.4,65.16853933,60.32595476,25.0343459,12.21187605,1.015977059,0.011483254
484,Jarred Vanderbilt,PF,23,LAL,26,24,625,4.3,8.1,3.8,0.529,0.6,1.9,0.303,3.7,6.2,0.598,1.7,2.1,0.4,0.784,2.8,7.1,10,2.4,1.7,0.3,1.7,3.3,10.8,64.81481481,59.3569662,18.18526236,12.88122751,1.00511866,0.01888
485,Fred VanVleet,PG,28,TOR,69,69,2535,6.2,15.8,9.6,0.393,2.9,8.6,0.342,3.3,7.2,0.455,3.6,4,0.4,0.898,0.4,3.6,4,7,1.7,0.5,2,2.7,19,66.4556962,53.67231638,26.21722846,7.490636704,0.969387755,0.004418146
486,Devin Vassell,SG,22,SAS,38,32,1178,8,18.2,10.2,0.439,3.1,8.1,0.387,4.8,10.1,0.48,2.4,3.1,0.7,0.78,0.2,4.3,4.5,4.2,1.3,0.5,1.7,1.7,21.5,66.20879121,54.64480874,16.42389285,6.647766155,1.009626673,0.008234295
487,Gabe Vincent,PG,26,MIA,68,34,1759,4.7,11.6,6.9,0.402,2.4,7.2,0.334,2.3,4.4,0.512,1.4,1.6,0.2,0.872,0.6,2.4,3,3.4,1.3,0.1,1.9,3.2,13.1,71.55172414,52.99352751,19.25254813,10.7587769,0.921237693,0.00233087
488,Noah Vonleh,C,27,BOS,23,1,171,2.3,5.1,2.8,0.458,0.2,0.8,0.25,2.1,4.2,0.5,0.4,0.4,0,1,3.8,6.3,10.1,1.5,0.4,1.7,2.3,7.4,5.3,52.94117647,50.09451796,16.50165017,25.30253025,0.699208443,0.023976608
489,Nikola Vucevic,C,32,CHI,82,82,2746,7.8,15.1,7.3,0.52,1.6,4.5,0.349,6.2,10.5,0.594,1.7,2.1,0.4,0.835,2.1,9.8,11.8,3.5,0.8,0.7,1.8,2.3,19,66.55629139,59.01537506,16.35705106,8.412197687,1.064724012,0.005863074
490,Dean Wade,PF,26,CLE,44,13,891,2.9,7.2,4.3,0.412,1.8,5.1,0.354,1.1,2,0.56,0.6,0.9,0.3,0.652,0.8,5.3,6.1,1.5,1.1,0.8,0.7,3.6,8.3,75.69444444,54.40839069,15.26329178,7.122869499,0.999397953,0.006621773
491,Franz Wagner,SF,21,ORL,80,80,2609,7.5,15.4,7.9,0.485,1.8,5,0.361,5.7,10.5,0.544,3.7,4.4,0.7,0.842,1,3.6,4.5,3.9,1.1,0.2,2.3,2.5,20.5,64.93506494,58.6049171,16.46264247,9.708737864,1.041666667,0.003564584
492,Moritz Wagner,C,25,ORL,57,18,1109,6.4,12.9,6.5,0.5,1.7,5.3,0.313,4.8,7.6,0.631,5,5.9,0.9,0.841,2.2,6.2,8.4,2.7,1.2,0.4,2.2,4.4,19.5,70.15503876,62.09202356,13.10520568,10.67831574,1.098282174,0.010640216
493,Ish Wainright,SF,28,PHO,60,2,915,3.3,8.9,5.6,0.37,2.2,6.8,0.329,1.1,2.1,0.5,1,1.2,0.2,0.839,1.8,3.7,5.5,2.1,1.5,0.9,0.9,4.6,9.9,75.28089888,52.27032735,16.840417,7.217321572,0.957446809,0.00568306
494,Jabari Walker,SF,20,POR,56,0,619,4.8,11.5,6.7,0.419,0.9,3.3,0.286,3.9,8.3,0.472,2,2.6,0.6,0.756,2.8,4.8,7.6,2,0.6,0.8,1.7,4,12.6,56.08695652,49.46996466,12.1691512,10.34377852,0.876826722,0.009208401
495,Kemba Walker,PG,32,DAL,9,1,144,6,14.2,8.2,0.421,1.7,7,0.25,4.2,7.2,0.586,4.2,5.2,1,0.81,0.7,3.2,4,4.7,0.5,0.5,1,2.7,18,66.90140845,53.98920216,21.01028163,4.470272687,1.02622577,0.060416667
496,Lonnie Walker IV,SG,24,LAL,56,32,1297,6.6,14.6,8,0.448,2.5,6.9,0.365,4,7.7,0.522,2.5,2.9,0.4,0.858,0.4,2.6,3,1.8,0.8,0.5,1.3,2,18.2,68.83561644,56.9550931,9.435198532,6.814310051,1.057832026,0.00462606
497,John Wall,PG,32,LAC,34,3,755,6.6,16.1,9.5,0.408,1.6,5.2,0.303,5,10.9,0.459,3.7,5.4,1.7,0.681,0.7,3.7,4.4,8.5,1.3,0.6,3.8,2.8,18.4,57.14285714,49.29011519,27.45034717,12.27191991,0.824003583,0.011788079
498,T.J. Warren,PF-SF,29,TOT,42,0,687,6.9,14.1,7.2,0.489,1.2,3.5,0.328,5.8,10.6,0.542,1.5,1.8,0.3,0.8,1.4,5,6.3,2.1,1.2,0.6,1,3.4,16.5,61.34751773,55.16549649,11.63112711,5.538631958,1.037083595,0.011499272
498,T.J. Warren,PF,29,BRK,26,0,490,7.5,14.7,7.2,0.51,1.2,3.5,0.333,6.3,11.2,0.566,2,2.4,0.4,0.818,1,4.3,5.3,2.1,1.1,0.5,1.2,3.3,18.1,62.92517007,57.13383838,10.97178683,6.269592476,1.065959953,0.015510204
498,T.J. Warren,SF,29,PHO,16,0,197,5.5,12.8,7.3,0.429,1.1,3.5,0.316,4.4,9.3,0.471,0.2,0.4,0.2,0.5,2.4,6.6,9,2,1.3,0.9,0.5,3.7,12.2,56.640625,46.95919938,12.91155584,3.227888961,0.90504451,0.04213198
499,Duane Washington Jr.,SG,22,PHO,31,3,394,8.6,23.4,14.8,0.367,3.7,10.1,0.36,4.9,13.2,0.372,1.5,2.2,0.7,0.667,0.2,3.1,3.3,5.8,0.5,0.4,3.1,2.1,22.3,58.33333333,45.61259971,17.39391213,9.296746139,0.811204074,0.00786802
500,P.J. Washington,PF,24,CHO,73,73,2380,6.6,14.8,8.2,0.444,2.3,6.5,0.348,4.3,8.3,0.518,1.9,2.6,0.7,0.73,1.1,4.3,5.4,2.6,1,1.2,1.7,2.9,17.3,66.55405405,53.94449641,12.78583723,8.359970494,0.979060555,0.003151261
501,TyTy Washington Jr.,PG,21,HOU,31,2,433,4.8,13.3,8.5,0.363,1.6,6.7,0.238,3.2,6.7,0.488,0.8,1.5,0.7,0.556,0.2,3.6,3.7,3.9,1.2,0.2,1.2,2.4,12.1,61.27819549,43.17573595,20.40549379,6.278613473,0.797364086,0.007852194
502,Yuta Watanabe,SF,28,BRK,58,1,928,4.4,9,4.6,0.491,2.3,5.2,0.444,2.1,3.8,0.557,1.3,1.8,0.5,0.723,1.2,4.3,5.5,1.9,1,0.7,0.9,3.1,12.5,77.77777778,63.41958397,15.01382853,7.111813512,1.16713352,0.00862069
503,Lindy Waters III,SG,25,OKC,41,0,531,4.7,12.1,7.4,0.393,3.9,11,0.358,0.8,1.1,0.75,1.1,1.4,0.3,0.8,1.1,4,5.1,1.9,0.9,0.7,0.7,2.8,14.5,84.29752066,56.79592636,12.36576635,4.555808656,1.079672375,0.013370998
504,Trendon Watford,PF,22,POR,62,12,1182,5.5,9.8,4.3,0.56,0.8,1.9,0.391,4.8,7.9,0.602,2.2,3,0.8,0.72,1.3,6,7.2,4,1,0.4,2.2,3.6,14,65.81632653,62.36080178,22.95552367,12.62553802,1.048689139,0.008629442
505,Peyton Watson,SG,20,DEN,23,2,186,5.6,11.4,5.8,0.492,1.2,2.7,0.429,4.5,8.7,0.511,2.1,3.9,1.8,0.55,1.5,5.6,7.2,2.1,0.4,2.1,1.5,2.7,14.5,60.96491228,54.70665912,12.46105919,8.900756564,0.989423405,0.047849462
506,Blake Wesley,SG,19,SAS,37,1,669,3.7,11.6,7.9,0.321,1.1,2.8,0.385,2.6,8.8,0.301,1.4,2.4,1,0.591,0.6,3.8,4.4,5.3,1.3,0.3,3.5,3.6,9.9,43.96551724,38.85400314,24.60538533,16.24883937,0.611866502,0.002242152
507,Russell Westbrook,PG,34,TOT,73,24,2126,7.3,16.8,9.5,0.436,1.5,4.8,0.311,5.8,11.9,0.487,3.5,5.3,1.8,0.656,1.5,5.7,7.2,9.3,1.3,0.6,4.3,2.7,19.6,57.73809524,50.73120228,28.25244931,13.06296043,0.834575261,0.005832549
507,Russell Westbrook,PG,34,LAL,52,3,1491,7.3,17.6,10.3,0.417,1.5,5.1,0.296,5.8,12.5,0.467,3.8,5.7,1.9,0.655,1.4,6.3,7.8,9.4,1.3,0.6,4.4,2.9,20,55.96590909,49.24289056,27.55992084,12.90038848,0.814166497,0.008182428
507,Russell Westbrook,PG,34,LAC,21,21,635,7.3,14.9,7.6,0.489,1.5,4.1,0.356,5.8,10.7,0.54,2.8,4.3,1.5,0.658,1.7,4.1,5.8,9.1,1.3,0.6,4,2.3,18.8,62.75167785,55.4817766,30.2904219,13.31447117,0.902327814,0.020472441
508,Coby White,SG,22,CHI,74,2,1730,5.5,12.4,6.9,0.443,2.7,7.2,0.372,2.8,5.2,0.54,1.3,1.5,0.2,0.871,0.3,4.1,4.4,4.2,1.1,0.1,1.5,2.5,14.9,73.38709677,56.81601525,22.3255814,7.973421927,1.022298456,0.004739884
509,Derrick White,SG,28,BOS,82,70,2319,5.4,11.8,6.4,0.462,2.3,6.1,0.381,3.1,5.7,0.548,2.6,3,0.4,0.875,0.8,3.7,4.5,5,0.8,1.2,1.5,2.7,15.8,71.61016949,59.73534972,25.34854246,7.604562738,1.078498294,0.00465718
510,Jack White,SF,25,DEN,17,0,66,4.4,10.4,6,0.421,1.6,4.9,0.333,2.7,5.5,0.5,1.1,1.6,0.5,0.667,3.3,6,9.3,2.2,1.6,1.1,1.1,4.9,11.5,65.86538462,51.52329749,15.21438451,7.607192254,0.941080196,0.133333333
511,Joe Wieskamp,SF,23,TOR,9,0,50,2.2,10.1,7.9,0.214,2.2,8.6,0.25,0,1.4,0,0,0,0,,0,2.9,2.9,2.2,0,0,0.7,2.2,6.5,64.35643564,32.17821782,16.92307692,5.384615385,0.601851852,-0.026
512,Aaron Wiggins,SG,24,OKC,70,14,1297,5.2,10.1,4.9,0.512,1.3,3.4,0.393,3.8,6.7,0.573,1.6,2,0.4,0.831,1.9,3.9,5.8,2.2,1.1,0.4,1.5,3.1,13.3,68.31683168,60.18099548,14.91525424,10.16949153,1.064,0.005936777
513,Andrew Wiggins,SF,27,GSW,37,37,1190,7.6,16,8.4,0.473,2.7,6.8,0.396,4.9,9.2,0.53,1.3,2.2,0.9,0.611,1.8,3.8,5.6,2.6,1.4,0.8,1.5,3.2,19.1,68.75,56.02816075,12.29605108,7.093875621,1.032990806,0.006722689
514,Lindell Wigginton,PG,24,MIL,7,1,87,7.4,15.3,7.9,0.486,2.5,7.4,0.333,5,7.9,0.632,3.3,3.7,0.4,0.889,0,2.9,2.9,5.8,0,0.8,5,2.9,20.7,72.54901961,60.6771215,20.82024589,17.94848784,0.942408377,0.074712644
515,Alondes Williams,SG,23,BRK,1,0,5,0,0,0,,0,0,,0,0,,0,0,0,,0,7.2,7.2,0,0,0,14.4,7.2,0,0,0,0,100,0,-2.88
517,Grant Williams,PF,24,BOS,79,23,2045,3.8,8.4,4.6,0.454,2,5.1,0.395,1.8,3.3,0.546,1.7,2.1,0.4,0.77,1.5,4.9,6.4,2.3,0.7,0.5,1.4,3.4,11.3,75.5952381,60.12237297,17.56060317,10.6890628,1.051651931,0.003716381
518,Jalen Williams,SG,21,OKC,75,62,2276,6.5,12.6,6.1,0.521,1.2,3.2,0.356,5.4,9.3,0.579,2.5,3,0.5,0.812,1.3,4,5.3,3.9,1.6,0.6,1.9,3,16.7,64.28571429,59.53654189,19.67213115,9.583858764,1.05362776,0.00443761
519,Jaylin Williams,C,20,OKC,49,36,914,4,9.2,5.2,0.436,1.8,4.5,0.407,2.2,4.8,0.463,1.5,2.1,0.6,0.704,1.7,7.8,9.5,3,1.1,0.5,1.5,4.4,11.3,67.93478261,55.4057367,20.41163463,10.20581732,0.970373551,0.010612691
520,Jeenathan Williams,SG,23,POR,5,4,127,6.8,11.1,4.3,0.615,0.9,2.3,0.375,6,8.8,0.677,0.6,0.9,0.3,0.667,2.8,1.4,4.3,2.8,0.9,0.6,1.1,3.7,15,71.62162162,65.06180872,18.14940852,7.130124777,1.190003967,0.059055118
521,Kenrich Williams,PF,28,OKC,53,10,1206,5.3,10.3,5,0.517,1.5,4,0.373,3.9,6.3,0.608,0.5,1.2,0.7,0.436,2.9,4.9,7.8,3.1,1.3,0.4,1,3.3,12.7,70.87378641,58.41766329,20.70808283,6.68002672,1.072635135,0.008208955
522,Mark Williams,C,21,CHO,43,17,828,7,10.9,3.9,0.637,0,0,,7,10.9,0.637,2.9,4.2,1.3,0.691,4,9.2,13.2,0.8,1.2,2,1.7,4.1,16.8,64.22018349,65.14152772,5.196492368,11.04254628,1.15942029,0.019444444
523,Patrick Williams,PF,21,CHI,82,65,2323,4.9,10.5,5.6,0.464,1.8,4.3,0.415,3.1,6.2,0.498,1.4,1.6,0.2,0.857,1.2,3.9,5.1,1.5,1.1,1.1,1.6,2.3,12.9,67.14285714,57.28241563,10.44568245,11.14206128,1.00624025,0.00309944
524,Robert Williams,C,25,BOS,35,20,824,5.5,7.4,1.9,0.747,0,0,0,5.5,7.4,0.751,1.1,1.8,0.7,0.61,4.5,8.2,12.8,2.2,1,2.1,1.5,3,12.2,74.32432432,73.89460933,18.40234212,12.54705144,1.256436663,0.021359223
525,Vince Williams Jr.,SG,22,MEM,15,1,105,4.1,13.7,9.6,0.3,1.4,9.6,0.143,2.7,4.1,0.667,0.7,0.7,0,1,1.4,3.8,5.1,1.4,2.1,0.7,1.7,4.1,10.3,64.96350365,36.70051666,8.171603677,9.922661608,0.655424753,0.000952381
526,Ziaire Williams,SF,21,MEM,37,4,561,5.4,12.6,7.2,0.429,1.6,6.2,0.258,3.8,6.4,0.596,1.1,1.4,0.3,0.773,1,4,5.1,2.2,0.9,0.4,2.4,3.7,13.5,67.46031746,50.88578967,12.31458158,13.434089,0.863723608,0.005525847
527,Zion Williamson,PF,22,NOP,29,29,956,10.7,17.7,7,0.608,0.3,0.7,0.368,10.5,16.9,0.618,6.7,9.3,2.6,0.714,2.2,5.4,7.6,5,1.2,0.6,3.7,2.4,28.4,62.42937853,64.20255454,16.22454774,12.00616533,1.110025406,0.017154812
528,Dylan Windler,SF,26,CLE,3,0,10,7.2,10.8,3.6,0.667,3.6,7.2,0.5,3.6,3.6,1,0,0,0,,0,0,0,3.6,3.6,0,3.6,0,18,100,83.33333333,20,20,1.25,1.08
529,Justise Winslow,PF,26,POR,29,11,776,3.8,9.2,5.4,0.409,0.6,2.1,0.311,3.1,7.1,0.438,0.9,1.3,0.4,0.714,2.3,4.5,6.7,4.5,1.4,0.5,2,4.1,9.1,52.7173913,46.34581105,27.57775395,12.25677953,0.77216801,0.008376289
530,James Wiseman,C,21,TOT,45,22,867,7.8,14.1,6.3,0.558,0.2,0.8,0.2,7.7,13.2,0.58,2.8,4,1.2,0.701,3,8.1,11.1,1.2,0.3,1.1,2.1,4.5,18.7,58.15602837,58.4375,6.21761658,10.88082902,1.038888889,0.011995386
